Lead 1,Lead 2,Lead 3,Lead 4,Lead 5,Lead 6,Lead 7,Lead 8,Lead 9,Lead 10,Lead 11,Lead 12,Lead 13,Lead 14,Lead 15,Lead 16,Lead 17,Lead 18,Lead 19,Lead 20,Lead 21,Lead 22,Lead 23,Lead 24,Lead 25,Lead 26,Lead 27,Lead 28,Lead 29,Lead 30,Lead 31,Lead 32,Lead 33,Lead 34,Lead 35,Lead 36,Lead 37,Lead 38,Lead 39,Lead 40,Lead 41,Lead 42,Lead 43,Lead 44,Lead 45,Lead 46,Lead 47,Lead 48,Lead 49,Lead 50,Lead 51,Lead 52,Lead 53,Lead 54,Lead 55,Lead 56,Lead 57,Lead 58,Lead 59,Lead 60,Lead 61,Lead 62,Lead 63,Lead 64,Lead 65,Lead 66,Lead 67,Lead 68
-10713.24609,-169589.25,-168959,392844.75,483320,101830.25,-281069.5,75549,411279,73202.5,234806,148538.5,359516.5,-193783.75,71648.25,28051.75,184317,158761,242099.5,129294.25,160215.5,41252.75,43996.75,-318660.5,132507,348898.25,320117.25,83418,98669.5,91247.5,208102.5,258782.5,-10989.74609,335958,-51048.49609,-168907.5,-55727.99609,186720.25,112423,53787,10921.5,160349.25,-42887.24609,31533.25,-70814.25,345422.5,172109.5,89105.75,132440.5,148559.75,94662.75,-124756.5,-156230.5,71327.75,950771.75,216240.5,6397,121190,163444.25,-3186.996094,-210104.5,37199.75,165717.25,-126650.5,-717005.75,-720311.5,-328357,-269366.5
-10836.74609,-169695,-169181.25,392807,483278.25,101725.5,-281224.5,75593.5,411193,73104.5,234772.5,148435.25,359472.75,-193864.75,71598.5,27888.75,184360,158710.75,242046.25,129223.25,160168.5,41195.75,43920.75,-318774,132403.5,348857,320053.25,83252,98507,91217.5,207988.25,258724.25,-11098.49609,335757.75,-51104.24609,-169125.25,-55800.74609,186703.25,112311.5,53625.5,10668.75,160284.5,-42859.99609,31640,-70798,345337.75,172061.75,89090,132413.25,148570.25,94661.5,-124489,-156501.5,71215,950578,216175,6279.25,121038.75,163333,-3398.746094,-210484.75,36872.25,165587,-127004,-719104,-722425,-328406.5,-269055
-10630.74609,-169683.25,-168944.75,392903.25,483262.5,101643.25,-281244.75,75724.5,411431.25,73189.25,234878.5,148557,359593.75,-193616,71345.25,27868,184471.25,158858.5,242176.25,129289,160315.75,41198.75,43917.75,-318733.5,132378.5,348811.75,319994.75,83110,98272.5,91218.75,208070.25,258815.75,-10974.74609,335619.75,-51015.74609,-168979.5,-55645.74609,186796.5,112351,53636.25,10575,160190.5,-42734.49609,31676.75,-70678.75,345406,172146.5,89201.25,132532.25,148650.75,94760.75,-124174.5,-156737.5,71336.5,950652.25,216277.25,6433.5,121079,163380.5,-3314.246094,-210379,36787.75,165847.75,-127097,-721931.25,-725149.5,-328438.25,-269203
-10669.24609,-169696,-169044,392753.25,483212.5,101697,-281103.5,75537,411543,73186.25,234800,148540.5,359638.5,-193448,71276.25,27978.5,184493.25,158891.75,242132.75,129258.5,160248,41230.75,43993.5,-318890.25,132348.25,348694.5,319868,82958.75,98149.75,91183.25,208003,258798,-11034.24609,335358,-51098.49609,-169075.5,-55714.24609,186694.25,112296,53520.75,10578,159778,-42834.24609,31388.5,-70842.25,345255.75,172055,89191.75,132384.25,148505.75,94525.5,-124054.75,-156399.25,71189.25,950673.25,216173.25,6399.25,121026.25,163350.25,-3383.246094,-209553.75,36841.5,166285.5,-127115.5,-723180.25,-726361,-327129.25,-268919.5
-10503.99609,-169555.5,-168794,392790.5,483144.5,101672,-281175.5,75522,411339.5,73164.75,234828.75,148531,359597.75,-193614.75,71233.5,28244,184424.5,158837,242199.5,129269.5,160282.25,41321.75,44088.75,-318923,132441.75,348666,319917.25,82863.25,98067.75,91205.5,208045,258849,-10851.49609,335561.5,-50853.24609,-168950.75,-55714.99609,186708,112321.5,53544.75,10470.25,160126.25,-42770.24609,31491,-70772,345337.5,172081,89195.5,132448.25,148642,94698.5,-124158,-156406.5,71285,950801,216236.25,6406.5,121138.5,163387.75,-3415.996094,-209566.5,36890.75,166775.5,-127097.5,-724271,-727408.75,-327419.5,-269182.5
-10370.24609,-169386,-168833.75,392784.25,483123.5,101690.5,-281296.25,75554.25,411538.25,73193.75,234877.75,148585,359651.5,-193513.75,71444.5,28288.75,184498.25,158925.5,242312.25,129336.5,160354.75,41444,44143.75,-318772,132585.25,348742.75,319981.5,82892.75,98098,91241,208087.5,258908.75,-10800.99609,335634.25,-50886.49609,-169043.75,-55710.74609,186745.75,112369.5,53659.5,10601.75,160181,-42807.24609,31742,-70673.5,345370.75,172097.75,89237,132529.75,148718.5,94829.5,-124460.5,-156383.25,71469,950925.25,216307.75,6418.75,121203.25,163421.5,-3364.746094,-209534.25,36962.25,166972.75,-127151,-724008.25,-726820.75,-328868.25,-269958
-10579.24609,-169515.25,-168955.75,392640.75,482981.5,101580.5,-281538,75495.75,411380.5,73089,234777.75,148553.25,359550.25,-193606.5,71208.75,27944,184403.5,158862.25,242164,129240.75,160276,41305.5,44069.75,-318875.75,132525.25,348718,319934,82744.5,97971.75,91190.25,207962.75,258765.75,-11018.49609,335569.75,-50874.74609,-169187.75,-55926.99609,186593.5,112278.25,53633.25,10990,160289.5,-42836.24609,31860.5,-70683.75,345270.75,171969.25,89159.25,132479.25,148712.25,94906.75,-124670,-156325.75,71429,950996.5,216251,6391.5,121143.25,163435.75,-3341.746094,-209497.25,37037.5,166751.5,-127053,-722975.5,-726180,-329404.75,-270172.25
-10705.24609,-169547.5,-168928.5,392662.75,482985.5,101603.5,-281393.25,75615.75,411245.5,73040,234674,148461.25,359533.5,-193543.25,70809.25,27921.75,184469.75,158912.25,242183.5,129234.25,160319.75,41376.25,44106,-318662,132684.5,348804.5,319997,82902.5,98129.25,91165.75,207992,258773.25,-11169.74609,335317.75,-51058.74609,-169122.5,-55909.99609,186603.5,112273.25,53632.25,11107.25,160241.25,-43008.74609,31698.5,-70780.25,345240.75,171973.5,89128,132376.25,148641.5,94813.75,-125042.25,-156418,71317.5,950860,216242.5,6323,121084.25,163337.25,-3350.746094,-210358.5,36967.25,166245.5,-127101,-722623.5,-725471,-329436,-270617.25
-10666.49609,-169360.75,-168884.5,392657.5,483062.25,101888.25,-281179.5,75915,411332.5,73115.75,234742.5,148543.25,359625.5,-193447,70993.25,28118.75,184531,158974.5,242233.5,129214,160360,41509.25,44213.5,-318619,132789.5,348850,320080,82887.25,98092.5,91155,207968.25,258780,-11147.24609,335335,-51291.24609,-169241.75,-55954.24609,186573.75,112297,53597,10926.75,160098,-42737.74609,31628.5,-70837,345234,171973.5,89083,132346.5,148547.75,94705.25,-124929.25,-156596,71262.25,950737,216189.25,6279,121037,163298.75,-3298.746094,-210975.75,36864.5,165690.5,-127322,-721179,-724672.25,-328986.75,-270084
-10480.74609,-169306.5,-168946.75,392760.25,483207.5,102105,-281077.25,75966.75,411399.25,73184.75,234817.5,148647.25,359662,-193367,71327.5,28198.5,184615.5,159024,242223.5,129290.25,160387.25,41515.75,44299.25,-318726.5,132862.25,348874.25,320081.25,83050.75,98282.75,91223.5,207953.25,258821.75,-11031.24609,335303.25,-51065.24609,-169080.75,-55881.49609,186677,112378.75,53587.25,11050.5,160215.25,-42442.74609,31411,-70886,345281,172007.5,89099,132399.75,148543.5,94714,-124309,-156468,71339,950591.75,216220,6243.25,121111.25,163368.25,-3231.246094,-210995.25,36962.5,165414,-127176,-720977.5,-724502,-328665.5,-269727.25
-10561.74609,-169675.5,-169102,392857.75,483224.25,101974,-281176,75980,411304,73149.5,234779,148607.25,359598.25,-193587.75,71680.75,28362.5,184595.25,158953,242223.75,129177.25,160358.25,41625.25,44338.5,-318703.5,132981,348707.75,319989.5,82851.75,98089.25,91166.5,207904.5,258809.25,-11041.74609,335068,-50900.49609,-169220.5,-55752.99609,186689.75,112416.75,53674.25,11264.5,160338.5,-42290.99609,31562.75,-70804.5,345286.5,172040.25,89083.5,132352.75,148507.25,94716,-124000.25,-156225.75,71382,950419.75,216187.5,6134,121064.25,163392.5,-3314.496094,-210924.25,37009.25,165519,-127178.5,-722870.25,-725843.25,-329054,-270315.5
-10568.99609,-169758.5,-169279,392955.5,483392.75,102106.25,-281284,75921,411437.75,73325,234892.75,148693,359721,-193502,71623.5,28547.5,184715.25,159021.75,242268.5,129265.5,160450.5,41775.5,44489.75,-318395.75,133175.5,348792,320038.5,82934.5,98204.75,91213.75,207949.5,258836.5,-11028.74609,334502.75,-50799.99609,-169049,-55704.49609,186875.5,112521.75,53824.25,11432,160510,-42193.74609,31620.75,-70720.5,345331,172102.25,89202,132412.75,148548,94734.5,-124005.75,-156250.75,71426.25,950507.5,216275.25,6208.5,121100.25,163398,-3198.746094,-210134.75,36990.25,165905.75,-127218,-722502,-725572.25,-329170.75,-270434
-10955.49609,-169825.75,-169376.25,392899,483289.25,101947.25,-281336.5,75705.75,411401.5,73229.5,234823.5,148632.5,359685,-193553.5,71536.25,28539.5,184655.25,158947.5,242233.75,129190.75,160379.75,41733.75,44448,-318321.25,133083,348831.25,320083.25,82947.5,98192.75,91159,207893.25,258840.75,-11109.49609,334557.75,-51058.49609,-169107,-55743.99609,186809.75,112460.75,53667,11178,160385.25,-42642.24609,31366.5,-70862.5,345319,172083.25,89130.5,132343.5,148427.5,94579.75,-124353.75,-156501.75,71295.75,950420.5,216179.25,6206,121013.75,163269.5,-3149.246094,-209187.75,36918,166314.75,-127347.5,-721703,-725163.25,-329678.75,-270644.25
-11034.99609,-169645.75,-168964.25,392822.25,483148.5,101657.75,-281228.5,75779.75,411265,73123.75,234791.75,148627,359507.5,-193622.75,71614.25,28513.25,184655.5,158941,242171.75,129251.25,160350.25,41733.5,44459.75,-318266.75,133206.25,348960.5,320117.75,82964,98207.75,91192,207909,258758,-11174.24609,334909.25,-51136.24609,-168984.5,-55755.24609,186771.75,112465,53660.75,11063.5,160253.25,-42738.24609,31467.25,-70821,345338,172031.5,89107,132360.5,148489.75,94648,-124404,-156936.75,71251.25,950581.75,216173.25,6255.75,121044.5,163243.25,-3328.746094,-208903.5,36859.75,166767.5,-127263,-721445.75,-724975,-329955,-271307.5
-10980.74609,-169560.75,-168775.5,392715.75,483070,101646.75,-281211.25,75333,411287,73026.75,234666.5,148441,359440.5,-193697.75,71460.25,28449,184592,158876.25,242116.25,129292.75,160381.25,41749,44485.5,-318266.5,133348.75,349070.75,320279.5,83146,98326,91239.75,207894.5,258713.25,-11311.49609,335052.75,-51224.24609,-168846.75,-55808.24609,186661.25,112385.25,53528.5,10938.5,160192.75,-42945.49609,31479.75,-70859,345301,171984.25,89063.75,132320,148451.25,94618.25,-124858.5,-157036.25,71206.75,950661.5,216161.75,6198.5,121019.75,163177.75,-3408.746094,-209276.75,36830,166717,-127153,-721396.25,-724666.5,-329865.5,-271053
-11057.99609,-169621.75,-168954.25,392504,482820.75,101599.25,-281311,75349,411139.5,72825.75,234423.25,148250,359237.75,-193777,71386.75,28297.25,184473,158737.5,241978,129245.75,160346.75,41747.5,44551,-318321.25,133500.5,349262.25,320450.5,83152.5,98385.5,91176.5,207808.75,258622.75,-11442.49609,334902,-51346.49609,-168854.75,-55966.24609,186491,112248.5,53455.75,10891.25,160118.5,-43091.24609,31211.5,-70977.25,345163,171794,88968.25,132266.75,148322.25,94532.25,-125050.5,-156433.75,71171.25,950589.75,216054.5,6136.75,120999.75,163167.5,-3440.496094,-209658.25,36914.75,166413.75,-127037,-721513.5,-724538.5,-331135.25,-271680.5
-10846.74609,-169606,-168890.25,392569.5,482925.75,101703.5,-281111.25,75769,411176.5,72902,234558.5,148314.5,359352.5,-193621,71537,28319.75,184560.75,158794,242077,129245.5,160410.5,41916.75,44652,-318090.75,133710.25,349232.75,320465.25,83112.25,98356.5,91229.5,207905.5,258727,-11413.99609,335073,-51436.99609,-168838.75,-55899.99609,186529.5,112302.75,53496.75,11004.25,160119.75,-42878.24609,31349,-70876.25,345218,171854.5,88984.75,132360.75,148480,94655.5,-125015.75,-156074.5,71309.25,950703,216210.25,6262.25,121101.5,163373.5,-3276.246094,-210642.75,37122,166049,-126989.5,-719720.75,-723160,-330680.5,-272233.25
-11199.24609,-169821.25,-169303.25,392415.5,482798.75,101497.5,-281196,75889.5,411021.5,72778,234327.5,148128,359286.75,-193630.75,71578.75,28309.5,184527,158706.25,241963.25,129234.25,160454.25,41927.75,44693.5,-318119.25,133847.5,349493,320669.75,83202.25,98458.75,91195.25,207832.75,258574.5,-11627.49609,335092.25,-51722.49609,-169427,-56013.24609,186366.25,112064.5,53249.75,10756.25,159803.25,-43534.74609,31284.5,-71052,345049.5,171685.75,88813.25,132213.25,148325,94341,-125038.5,-156316.25,71141.75,950332.75,216036.5,6192,121046.75,163261,-3328.496094,-210767,37067.25,165543.75,-126958.5,-719990,-723463.75,-331700.5,-273039.5
-11090.49609,-169759,-169333.5,392455.75,482852.25,101415.25,-281189,75853.75,411095,72787,234366.25,148122.75,359237.25,-193582.25,71385.25,28378,184506.5,158680.25,241886.25,129209.25,160420.25,41877.25,44671.5,-318074.75,133769.5,349430.5,320555.25,83047.75,98259.5,91162,207759,258534.75,-11592.74609,335249,-51554.24609,-169561.25,-55933.49609,186381,112082.25,53224,10811.75,159975.75,-43534.99609,31261.25,-71030.75,345051,171686.75,88839.75,132235.75,148369,94299.5,-124763.5,-156152,71185.75,950345,216025,6194,121088.25,163329.75,-3170.246094,-210539.75,37265.75,165477.5,-126902.5,-719336,-722566.25,-331879.25,-272998.25
-11161.99609,-169767,-169059.5,392329.5,482689.5,101211.75,-281200.25,75573,411050,72698,234283,148056,359153.25,-193736.25,71130,28366.5,184457.5,158656.25,241819.75,129253.5,160449,41976.75,44722.25,-318062.5,133949.25,349559,320758.5,83434.5,98682,91226,207802.25,258452.75,-11520.99609,335112.75,-51630.74609,-169631.25,-56186.74609,186238.25,111908.25,53082.25,10503,159843,-43435.24609,31035.75,-71242,344945.75,171579.25,88751.5,132102.5,148288.75,94185.25,-124991.25,-156199,71214,950273.75,216007.5,6210.75,121102.25,163442.75,-3056.246094,-210593.25,37500,165806.25,-126694,-718880.75,-722107.75,-332121.25,-273528
-11269.74609,-169863.5,-169096.5,392286,482696.75,101222,-281205,75553.5,411027,72724.75,234290,148018,359193.5,-193739.5,71255.75,28380.5,184532.5,158637,241824.25,129273,160510.25,42095,44828.25,-317902.75,134203,349718.75,320989,83432.5,98674.25,91227,207797.25,258394.5,-11579.99609,334958.75,-51719.99609,-169583.75,-56184.99609,186194,111910,53081.25,10397.5,159771.75,-43393.24609,31081.75,-71208.75,344883.75,171483.75,88738.75,132035,148286.75,94240.75,-125073,-156250.25,71205.25,950362.25,215950.5,6186,121077.5,163500,-3049.996094,-209948.25,37565.25,166330.5,-126686.5,-717733,-720908.5,-332296.75,-273106.75
-11253.99609,-170275,-169645.5,392238,482685.5,101182.75,-281248.75,75419.25,410987,72701.25,234215.75,147987.75,359150.75,-193768.5,71249.5,28303.75,184497,158591.25,241772.5,129281.25,160489.5,42051,44819.75,-317878.25,134248.25,349842,321098.5,83659.25,98892.5,91242,207779,258381.5,-11748.24609,334757.5,-51709.49609,-169588.25,-56344.49609,186082.75,111847.25,52944.5,10212.5,159608,-43665.99609,31343.25,-71271.25,344817,171408.5,88649.75,132011.25,148228,94288.25,-124774.25,-156745.25,71324.5,950563.5,215935,6198.25,121140.5,163567.25,-2945.246094,-209584.25,37791,166880.75,-126405,-717295,-720464.75,-332320.75,-273511.5
-11204.74609,-170053,-169783.5,392224.75,482667.75,101301.25,-281339.75,75260.5,411044.25,72682.5,234212.25,147969.25,359151.25,-193781.75,71304.25,28237.75,184572.75,158641,241805,129316.25,160506.25,42098.25,44864.25,-317799.25,134299,349850,321116.5,83825.25,99081,91231.75,207816.5,258303.5,-11851.24609,334589.75,-51847.74609,-169668.5,-56443.74609,186032.25,111743.75,52951.5,10160.25,159556.5,-43472.24609,31053.75,-71344.75,344730.75,171390.5,88645.75,131958.75,148206.75,94391,-124423,-156612.5,71505.75,950695,215929.75,6265,121170.25,163634,-2912.746094,-209234.5,38020.75,167143.5,-126235.5,-717203.5,-720172.75,-332700.75,-273844.5
-11135.99609,-169593.75,-169431.25,392346.5,482784.75,101423,-281426.75,75064,411365.25,72849,234304.75,148102.25,359300.75,-193569.75,71339.75,28245.25,184679,158735.5,241823.5,129283.5,160572,42157.75,44863.25,-317647.5,134340,349935,321199.25,83739,98966.25,91283.25,207832.25,258394.75,-11747.49609,334770.75,-51728.99609,-169755.75,-56292.24609,186179.75,111846.75,53036.5,10299,159822.5,-43148.74609,30976.25,-71294.75,344818.75,171483,88682.75,132059,148221.25,94379,-124466.5,-156121.25,71387.25,950671.5,215938,6244.5,121185.5,163710.5,-2785.996094,-209048.5,37996.5,166954.75,-126285,-716674.5,-719592.5,-332288.5,-273500.75
-11612.99609,-169700.5,-169677.5,392172.5,482642.5,101192.75,-281515.25,75669.75,410982.25,72702.75,234163.5,147997.5,359139.25,-193645,71403.5,28232.25,184689,158664.75,241739.75,129291.25,160511.25,42132,44899.25,-317807,134444,350005.25,321283,83816.25,99055,91269.75,207731.75,258268.75,-12051.24609,334568.75,-51632.74609,-170027.25,-56271.49609,186068.5,111687,52998.25,10339,159385.75,-43102.74609,31072.75,-71376.75,344662,171384.25,88545.75,131909.5,148118.75,94233.25,-124927.75,-156315.75,71205.5,950452.5,215845,6169.5,121070.75,163576.25,-2914.246094,-209856.75,37976.25,166507.5,-126175.5,-716691.25,-719523.5,-332366.25,-273575.5
-11553.49609,-169798.5,-169762.25,392117.75,482553,101038.25,-281680.25,75277.75,411101.75,72647.75,234139.75,147977.25,359098.75,-193727.75,71203.5,28409.25,184632.5,158604.5,241742,129247.5,160506.75,42186.25,44938,-317890.25,134498,350073.5,321296,83731,98982.5,91263.5,207740,258269.25,-12021.24609,334278.5,-51619.74609,-169992.5,-56445.24609,185919.75,111643,52802.5,10290.25,159281.25,-43133.99609,31027.75,-71455,344624.75,171350,88509.5,131877.75,148042.75,94186.25,-125191.25,-156386,71204.75,950256.5,215785.75,6092.5,121092.25,163584.5,-2860.496094,-210518,38071.75,166040.5,-126246.5,-716631.25,-719596.5,-332520.75,-273807
-11376.24609,-169836,-169604.75,392149.75,482603.75,101267.25,-281633.75,75220.5,410910.25,72697.25,234206.5,148024.75,359151.5,-193791.75,70973.25,28655.5,184563,158646,241845.5,129298.75,160510,42252.5,44992.5,-317833.25,134446,349965.25,321197.25,83962.75,99200.75,91340,207815.25,258367.25,-11866.49609,334065.75,-51829.49609,-169727.25,-56591.49609,186005,111703,52870.25,10415.5,159480.25,-42972.99609,31100.25,-71384.25,344657,171385.5,88608.75,131930,148195.5,94382.25,-124794.25,-156300.75,71388.75,950395.75,215897.5,6199.5,121327.75,163900.25,-2377.496094,-210312.5,38494,165929.25,-125923,-715373.25,-718649.75,-331930,-273358.25
-11275.49609,-169678,-169601,392203.75,482641,101252,-281759,75184.25,410943.5,72697.25,234219.5,148003.25,359146,-193854.5,70965,28724.75,184511.5,158621.25,241792.75,129284,160501,42291.75,45003.5,-317741.75,134542,350035.25,321281.75,83895.75,99101.5,91260.75,207777.75,258352.5,-11723.24609,334184,-52050.74609,-169682.75,-56554.74609,186088.75,111746.75,52888.75,10513,159641,-42981.74609,31141.75,-71408.25,344654,171430.75,88548.25,131928,148221,94480,-124759.75,-156365,71429.5,950414.5,215860,6159,121210.5,163800.25,-2565.246094,-209346.25,38265.5,165847.75,-126315,-715311.5,-718685.25,-331947.5,-273289.5
-11394.74609,-169919.5,-169525,392094.25,482575.5,101267.5,-281744.5,75518,410960.75,72594.75,234149.5,147961.5,359137,-193890.25,71546.75,28594.25,184519.5,158593.5,241686.25,129227.25,160414.5,42206,44936.25,-317854.5,134474.25,349950,321167,83681,98867.5,91183.25,207681.5,258224.75,-11953.99609,334087,-52054.24609,-169974.25,-56621.74609,186001.25,111698.75,53021.5,10320.25,159640.5,-43084.24609,31070.25,-71419.75,344574.75,171341.5,88423.25,131809,148115,94396.25,-124787.75,-156394.75,71321.25,950265.25,215799.75,6097,121160,163718.25,-2604.246094,-209866.5,38209,166082.25,-126424.5,-715438.75,-718787.25,-331896.5,-273245.75
-11565.49609,-170097.5,-169670,392060.5,482617,101308.25,-281762.25,75736.5,411103.25,72696.25,234148.75,147949.5,359111.75,-193764.75,71625.75,28514.25,184619.25,158648.5,241702.5,129246,160489.5,42181.5,44895.75,-317738.25,134424.25,349871.25,321109.5,83754.25,98986.5,91160.5,207647.5,258232,-12024.24609,333834.75,-51905.99609,-169745,-56515.99609,186028.75,111771.75,53141,10474.75,159824.25,-42990.49609,31236.75,-71383,344641.75,171430,88428.25,131781.75,148138,94338.25,-124520.25,-155934,71392,950324.75,215834.25,6130.75,121170.5,163834,-2504.496094,-209043.25,38358.5,166645.25,-126185,-715144,-718403,-331665.75,-272830.5
-11837.74609,-170511.75,-169753,392134,482723.25,101498.5,-281897.5,75761.5,411243,72724,234222.5,147946.25,359175.75,-193650,71546.25,28466.5,184651.75,158660,241708,129198.25,160477.5,42163.75,44908.75,-317759,134400.75,349903.5,321162,83699.25,98915.75,91164.5,207671.75,258202.25,-11991.99609,334134.75,-51785.24609,-169632.75,-56390.24609,186093.5,111787,53104.5,10350.75,159840.25,-43121.99609,31191.75,-71378.5,344639.75,171403.75,88413.25,131758.25,148055.25,94280,-124646.5,-156068.5,71300.25,950378.5,215761.5,6038,121111.75,163782,-2535.996094,-208430.5,38353.25,167009.25,-126203.5,-715115,-718324,-331587.75,-272771.5
-11659.24609,-170639.25,-169920,392153.25,482619.75,101528,-281969.5,75713.25,411034.5,72666.25,234147.5,147914.75,359168.5,-193652.75,71454.5,28465.25,184600.25,158654.5,241713.25,129242.75,160543.75,42209,44957,-317861.5,134465.75,349979.5,321222.75,83785.25,98957.75,91207,207671.25,258213.25,-11890.99609,334472.5,-51687.99609,-169880.5,-56532.49609,186049.5,111841.75,53056.75,10488.5,159993.75,-43148.49609,31101.25,-71476,344642.75,171415.75,88419,131736.25,147999.75,94279.5,-124550.75,-156124.5,71260.5,950312.25,215738.25,6019.25,121048.5,163712.25,-2576.996094,-208412.25,38361,166978.75,-126183.5,-715529.75,-718745.5,-332361,-273530.25
